hour,load,wind_available,solar_available,thermal,wind_used,solar_used,wind_curt,solar_curt,charge,discharge,unserved,energy_start_MWh,energy_MWh,soc,balance_error_MW
0,92,61.32,0,30,42,0,19.32,0,0,20,0,20,9.4736841999999992,0.23684210499999997,0
0.5,92,61.32,0,30,51.600000000000001,0,9.7200000000000006,0,0,10.4,0,9.4736841999999992,4,0.10000000000000001,0
1,87,64.340000000000003,0,30,64.340000000000003,0,0,0,7.3399999999999999,0,0,4,7.4865000000000004,0.18716250000000001,3.5527136788005009e-15
1.5,87,64.340000000000003,0,30,63.848421000000002,0,0.49157895000000001,0,6.8484211000000004,0,0,7.4865000000000004,10.7395,0.26848749999999999,-9.9999998504074483e-08
2,83,63.359999999999999,0,30,63.359999999999999,0,0,0,10.359999999999999,0,0,10.7395,15.660500000000001,0.39151250000000004,0
2.5,83,63.359999999999999,0,30,63.359999999999999,0,0,0,10.359999999999999,0,0,15.660500000000001,20.581499999999998,0.51453749999999998,0
3,81,61.229999999999997,0,30,61.229999999999997,0,0,0,10.23,0,0,20.581499999999998,25.440750000000001,0.63601875000000008,-1.0658141036401503e-14
3.5,81,61.229999999999997,0,30,61.229999999999997,0,0,0,10.23,0,0,25.440750000000001,30.300000000000001,0.75750000000000006,-1.0658141036401503e-14
4,82,58,0,30,58,0,0,0,6,0,0,30.300000000000001,33.149999999999999,0.82874999999999999,0
4.5,82,58,0,30,58,0,0,0,6,0,0,33.149999999999999,36,0.90000000000000002,0
5,89,55.299999999999997,0,30,55.299999999999997,0,0,0,0,3.7000000000000002,0,36,34.052632000000003,0.85131580000000007,0
5.5,89,55.299999999999997,0,30,55.299999999999997,0,0,0,0,3.7000000000000002,0,34.052632000000003,32.105263000000001,0.80263157500000004,0
6,103,55.350000000000001,0,30,55.350000000000001,0,0,0,0,17.649999999999999,0,32.105263000000001,22.815788999999999,0.57039472499999999,0
6.5,103,55.350000000000001,0,30,55.350000000000001,0,0,0,0,17.649999999999999,0,22.815788999999999,13.526316,0.33815790000000001,0
